Mean_Age,Pathogen
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Equal_or_Above_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_suis
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Equal_or_Above_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Streptococcus_equinus
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Equal_or_Above_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
Below_Mean_Age,Clostridium_botulinum
